"card_id","tag_key"
"4b2a3e2e-fc4e-5ed4-ae4c-2529f3071caa","portrait"
"4b2a3e2e-fc4e-5ed4-ae4c-2529f3071caa","photo"
"9133b2d2-f3a6-5f84-abf5-d913ea03d6a3","portrait"
"9133b2d2-f3a6-5f84-abf5-d913ea03d6a3","photo"
"ebd506ef-e2af-5807-b209-66862b94428f","portrait"
"ebd506ef-e2af-5807-b209-66862b94428f","photo"
"89259550-cd25-59a0-a5b4-5996e93a7c79","retro"
"89259550-cd25-59a0-a5b4-5996e93a7c79","portrait"
"89259550-cd25-59a0-a5b4-5996e93a7c79","photo"
"dd7794aa-0590-5bf8-b8fb-58598f683bf5","retro"
"dd7794aa-0590-5bf8-b8fb-58598f683bf5","portrait"
"dd7794aa-0590-5bf8-b8fb-58598f683bf5","photo"
"d49da699-fccb-5fc6-a40b-e04137197e94","retro"
"d49da699-fccb-5fc6-a40b-e04137197e94","portrait"
"d49da699-fccb-5fc6-a40b-e04137197e94","photo"
"b4146cbd-6c9a-565c-be00-832ae9087f5f","retro"
"b4146cbd-6c9a-565c-be00-832ae9087f5f","portrait"
"b4146cbd-6c9a-565c-be00-832ae9087f5f","photo"
"dce13b4f-4c77-564d-b718-3d9774a1d4b2","portrait"
"dce13b4f-4c77-564d-b718-3d9774a1d4b2","photo"
"a12dce56-69b3-5d76-ba04-2f3c75206a02","portrait"
"a12dce56-69b3-5d76-ba04-2f3c75206a02","photo"
"59fd01c3-2ce0-5872-bd80-bf56c3caea1a","portrait"
"59fd01c3-2ce0-5872-bd80-bf56c3caea1a","photo"
"35e975d0-5353-5891-8956-64006820131e","portrait"
"35e975d0-5353-5891-8956-64006820131e","photo"
"beb921d7-0d1c-57a6-92f2-d4f79fa37e3c","portrait"
"beb921d7-0d1c-57a6-92f2-d4f79fa37e3c","photo"
"1ccc128c-e25f-5cbd-afc9-23a12cc57b49","portrait"
"1ccc128c-e25f-5cbd-afc9-23a12cc57b49","photo"
"20dd7a2f-5570-5ffc-bd7d-b2e0a27e0010","portrait"
"20dd7a2f-5570-5ffc-bd7d-b2e0a27e0010","photo"
"e1383e88-47de-59e5-93d3-674e7efbc061","portrait"
"e1383e88-47de-59e5-93d3-674e7efbc061","photo"
"85421fda-6da0-51d4-9239-c2e08651ab8d","portrait"
"85421fda-6da0-51d4-9239-c2e08651ab8d","photo"
"a9df58ee-e4aa-5483-a3f7-de799ec1ab12","portrait"
"a9df58ee-e4aa-5483-a3f7-de799ec1ab12","photo"
"268f71d5-a19e-5233-925b-0c9e4a423c3e","portrait"
"268f71d5-a19e-5233-925b-0c9e4a423c3e","photo"
"ec0da91a-ee8e-58d5-8b26-4319302c71ae","portrait"
"ec0da91a-ee8e-58d5-8b26-4319302c71ae","photo"
"6389d770-e89a-5e25-87c9-24921e22af15","retro"
"6389d770-e89a-5e25-87c9-24921e22af15","portrait"
"6389d770-e89a-5e25-87c9-24921e22af15","photo"
"14f64313-5c44-516a-a06f-119dabffbd14","portrait"
"14f64313-5c44-516a-a06f-119dabffbd14","mode"
"14f64313-5c44-516a-a06f-119dabffbd14","photo"
"89356151-1f0e-5506-bb4e-f4564b576917","portrait"
"89356151-1f0e-5506-bb4e-f4564b576917","mode"
"89356151-1f0e-5506-bb4e-f4564b576917","photo"
"90b5c36b-79ec-5916-a521-b70e02df0a37","portrait"
"90b5c36b-79ec-5916-a521-b70e02df0a37","mode"
"90b5c36b-79ec-5916-a521-b70e02df0a37","photo"
"2a17d1a7-6f4c-554b-861c-f3045d5326cb","portrait"
"2a17d1a7-6f4c-554b-861c-f3045d5326cb","mode"
"2a17d1a7-6f4c-554b-861c-f3045d5326cb","photo"
"bea2041c-0a24-5135-b120-46ea83f0891c","portrait"
"bea2041c-0a24-5135-b120-46ea83f0891c","mode"
"bea2041c-0a24-5135-b120-46ea83f0891c","photo"
"8e9979d7-70c1-517d-a97d-627efc811ab3","portrait"
"8e9979d7-70c1-517d-a97d-627efc811ab3","mode"
"8e9979d7-70c1-517d-a97d-627efc811ab3","photo"
